model,language,context,question_id,difficulty,category,question,question_en,question_ru,reference_answer,model_answer,raw_model_answer,token_budget,context_chars,judge_score,judge_reasoning
qwen3.5,ru,ru_markdown_full,13,hard,filter,Сколько министерств/ведомств имеют ровно одну бюджетную программу?,,Сколько министерств/ведомств имеют ровно одну бюджетную программу?,22,"22 министерства/ведомства имеют ровно одну бюджетную программу:

1. Администрация Президента Кыргызской Респ
2. Архив Президента Кыргызской Республики
3. Фонды Президента и Кабинета Министров Кы
4. Военная прокуратура Кыргызской Республик
5. Омбудсмен (Акыйкатчы) Кыргызской Респуб
6. Резервные и другие фонды территорий
7. Конституционный суд Кыргызской Республик
8. Общественное объединение «Республикански
9. Государственное агентство по земельным р
10. Государственное агентство по регистрации
11. Государственное агентство по управлению
12. Государственное учреждение «Фонд зеленой
13. Государственное агентство по контролю за
14. Национальное агентство по делам религий
15. Секретариат Национальной комиссии Кыргыз
16. Секретариат Совета безопасности Кыргызск
17. Государственное учреждение «Клиническая
18. Национальный центр Кыргызской Республики
19. Секретариат Народного Курултая
20. Редакции журналов и газет
21. Государственное учреждение «Дирекция по
22. Центр перевода Кабинета Министров Кыргыз",,full,109463,3,"Model correctly states the number as 22, matching the reference answer."
qwen3.5,ru,ru_markdown_full,14,hard,filter,Сколько программ демонстрируют рост финансирования более чем на 10% между 2026 и 2027 годами?,,Сколько программ демонстрируют рост финансирования более чем на 10% между 2026 и 2027 годами?,9,"9 программ демонстрируют рост финансирования более чем на 10% между 2026 и 2027 годами:

1.  Министерство юстиции (22), программа 222: с 176,690.6 до 199,769.7 (+13,06%)
2.  Министерство финансов (26), программа 264: с 118,757,161.3 до 131,802,316.2 (+10,98%)
3.  Министерство просвещения (34), программа 992: с 1,012,180.0 до 1,169,830.0 (+15,57%)
4.  Министерство здравоохранения (37), программа 373: с 6,305,318.8 до 7,072,644.7 (+12,17%)
5.  Министерство водных ресурсов, сельского хозяйства и перерабатывающей промышленности (41), программа 413: с 479,788.0 до 643,477.5 (+34,12%)
6.  Министерство транспорта и коммуникаций (43), программа 001: с 119,287.5 до 149,718.3 (+25,51%)
7.  Министерство транспорта и коммуникаций (43), программа 433: с 1,410,765.1 до 1,957,135.5 (+38,73%)
8.  Министерство энергетики (55), программа 992: с 7,983,368.8 до 10,721,323.2 (+34,30%)
9.  Национальная академия наук (80), программа 001: с 60,662.6 до 141,699.7 (+133,59%)",,full,109463,3,"The model correctly states that 9 programs show funding growth over 10%, matching the reference answer."
qwen3.5,ru,ru_markdown_full,15,hard,indicator,"Сколько строк в бюджете имеют индикатор результативности, измеряемый в людях (чел.)?",,"Сколько строк в бюджете имеют индикатор результативности, измеряемый в людях (чел.)?",57,35 строк.,,full,109463,2,"The model gave a numeric answer for the count of lines, but the number (35) does not match the correct value (57)."
qwen3.5,ru,ru_markdown_full,16,hard,aggregation,Какова доля финансирования Министерства финансов (Общегосударственные расходы) от общего бюджета программ на 2026 год?,,Какова доля финансирования Министерства финансов (Общегосударственные расходы) от общего бюджета программ на 2026 год?,"56% (332,149,236.2 out of 593,028,014.9)","Финансирование программы «Общегосударственные программы» Министерства финансов Кыргызской Республики на 2026 год составляет 164,663,857.2. Общая сумма бюджета всех программ в предоставленном контексте не указана, поэтому точная доля рассчитана быть не может.",,full,109463,0,"The model answer does not provide the correct 56% share and gives an unrelated figure, failing to answer the question."
qwen3.5,ru,ru_markdown_full,17,hard,lookup,Какая бюджетная мера (measure) имеет наибольшее финансирование в 2026 году?,,Какая бюджетная мера (measure) имеет наибольшее финансирование в 2026 году?,"Повышение социальных выплат - 76,517,019.4","Наибольшее финансирование в 2026 году имеет бюджетная мера «Повышение социальных выплат» (Министерство финансов Кыргызской Республики, программа 264) — 76,517,019.4.",,full,109463,3,The model correctly identifies the measure and exact funding amount matching the reference.
qwen3.5,ru,ru_markdown_full,18,hard,comparison,Какая программа Министерства чрезвычайных ситуаций получает наибольшее финансирование в 2026 году?,,Какая программа Министерства чрезвычайных ситуаций получает наибольшее финансирование в 2026 году?,"Управление материальными ценностями государственного и мобилизационного резерва  4,522,247.8 тыс. сом","Программа: Управление материальными ценностями государственно (код 455).
Финансирование на 2026 год: 4,522,247.8.",,full,109463,2,"Provides the correct funding amount but truncates the program name, missing part of the key entity."
qwen3.5,ru,ru_markdown_full,19,hard,multi-step,Сколько всего бюджетных программ и бюджетных мер содержится в бюджете 2026 года на программной основе?,,Сколько всего бюджетных программ и бюджетных мер содержится в бюджете 2026 года на программной основе?,168 программ и 393 мер,"Бюджетных программ: 168.
Бюджетных мер: 394.",,full,109463,2,Programs count is correct (168) but measures count is off by one (394 vs 393).
qwen3.5,ru,ru_markdown_full,20,hard,multi-step,Какие программы демонстрируют наибольшее абсолютное сокращение финансирования между 2026 и 2027 годами? Назовите топ-3.,,Какие программы демонстрируют наибольшее абсолютное сокращение финансирования между 2026 и 2027 годами? Назовите топ-3.,1) Общегосударственные программы (Министерство Финансов); 2) Государственная поддержка и развитие ирригации (Минводресурсов); 3) Администрирование государственных доходов (Министерство финансов),"1. Министерство финансов Кыргызской Республ, программа 263 «Общегосударственные программы»: 164,663,857.2 (2026) → 112,194,631.2 (2027), сокращение 52,469,226.0.
2. Министерство водных ресурсов, сельского, программа 992 «Реализация проектов государственных инвестиций»: 10,395,765.5 (2026) → 7,466,341.2 (2027), сокращение 2,929,424.3.
3. Министерство водных ресурсов, сельского, программа 414 «Государственная поддержка и развитие ирригации»: 5,039,751.9 (2026) → 3,774,682.8 (2027), сокращение 1,265,069.1.",,full,109463,1,"Only one of the three programs matches the reference; the other two are incorrect, so the answer is related but wrong."
qwen3.5,ru,ru_structured_full,1,easy,lookup,Какой объем финансирования предусмотрен на программу «Школьное образование» Министерства просвещения на 2026 год?,,Какой объем финансирования предусмотрен на программу «Школьное образование» Министерства просвещения на 2026 год?,"42,380,106.4 тыс. сом","42,380,106.4","<scratchpad>
1. Поиск строки с уровнем ""program"", министерством ""Министерство просвещения Кыргызской Респ"" и названием программы ""Школьное образование"".
2. Найдена строка: `34 | program | Министерство просвещения Кыргызской Респ | 343 | Школьное образование | 42,380,106.4 | 43,462,341.1 | 44,571,272.0 | Охват детей средним общим образованием, | %`
3. Значение в колонке `funding_2026`: 42,380,106.4.
4. Проверка суммы мер (measure) внутри программы 343 для подтверждения:
   - Measure 1 (Поддержание функционирования...): 42,158,805.5
   - Measure 2 (Повышение качества образования): 221,300.9
   - Сумма: 42,158,805.5 + 221,300.9 = 42,380,106.4.
5. Итоговое значение совпадает со строкой программы.
</scratchpad>
42,380,106.4",full,11633,2,"The model provides the correct numeric amount but omits the unit (тыс. сом), making it partially correct."
qwen3.5,ru,ru_structured_full,2,easy,lookup,Сколько бюджетных программ имеет Министерство здравоохранения Кыргызской Республики?,,Сколько бюджетных программ имеет Министерство здравоохранения Кыргызской Республики?,8,"8 бюджетных программ (коды: 001, 372, 373, 374, 375, 376, 377, 992).","<scratchpad>
Строки контекста, где уровень (level) = 'program' и ведомство (ministry) = 'Министерство здравоохранения Кыргызской':
1. program 001 | Управление и администрирование
2. program 372 | Программа «Общественное здравоохранение»
3. program 373 | Программа «Организация предоставления услуг здраво
4. program 374 | Программа «Медицинское образование и управление че
5. program 375 | Предоставление услуг первично-медико санитарной по
6. program 376 | Предоставление услуг медицинскими учреждениями на
7. program 377 | Обеспечение доступа к льготному гемодиализному леч
8. program 992 | Реализация проектов государственных инвестиций

Подсчет количества уникальных программ: 1 + 1 + 1 + 1 + 1 + 1 + 1 + 1 = 8.
</scratchpad>
8 бюджетных программ (коды: 001, 372, 373, 374, 375, 376, 377, 992).",full,7470,3,"The model correctly states that there are 8 budgetary programs, matching the reference answer."
qwen3.5,ru,ru_structured_full,3,easy,lookup,Какая программа имеет наибольшее финансирование в бюджете 2026 года?,,Какая программа имеет наибольшее финансирование в бюджете 2026 года?,"«Общегосударственные программы» Министерства финансов КР — 164,663,857.2 тыс. сом","Программа 263 «Общегосударственные программы» Министерства финансов Кыргызской Республики — 164,663,857.2 тыс. сомов.","<scratchpad>
Выделяю все строки с level = ""program"" и их финансирование на 2026 год:

1. Программа 001 ""Управление и администрирование"" — 321,933.8
2. Программа 372 ""Программа «Общественное здравоохранение»"" — 2,170,534.1
3. Программа 373 ""Программа «Организация предоставления услуг здраво»"" — 6,305,318.8
4. Программа 374 ""Программа «Медицинское образование и управление че»"" — 962,011.6
5. Программа 375 ""Предоставление услуг первично-медико санитарной по"" — 11,104,430.6
6. Программа 376 ""Предоставление услуг медицинскими учреждениями на"" — 15,638,295.2
7. Программа 377 ""Обеспечение доступа к льготному гемодиализному леч"" — 2,530,800.0
8. Программа 992 ""Реализация проектов государственных инвестиций"" — 2,588,023.2
9. Программа 262 ""Пенсионное обеспечение и компенсации за счет бюдже"" — 46,670,347.3
10. Программа 263 ""Общегосударственные программы"" — 164,663,857.2
11. Программа 264 ""Государственные программы, мероприятия и выплаты"" — 118,757,161.3
12. Программа 265 ""Трансферты Фонду ОМС при ПКР"" — 2,057,870.4

Сравнение значений funding_2026:
- Максимальное значение: 164,663,857.2
- Программа с этим значением: 263 ""Общегосударственные программы"" (Министерство финансов Кыргызской Республики)
</scratchpad>

Программа 263 «Общегосударственные программы» Министерства финансов Кыргызской Республики — 164,663,857.2 тыс. сомов.",full,16867,3,The model correctly identifies the program and exact funding amount matching the reference.
qwen3.5,ru,ru_structured_full,4,easy,count,Сколько всего министерств и ведомств представлено в бюджете на программной основе?,,Сколько всего министерств и ведомств представлено в бюджете на программной основе?,60,59,"<scratchpad>
1. Жогорку Кенеш Кыргызской Республики (code 11)
2. Администрация Президента Кыргызской Респ (code 12)
3. Архив Президента Кыргызской Республики (code 13)
4. Фонды Президента и Кабинета Министров Кы (code 14)
5. Управление делами Президента Кыргызской (code 15)
6. Верховный суд Кыргызской Республики (code 16)
7. Счетная палата Кыргызской Республики (code 17)
8. Центральная комиссия по выборам и провед (code 18)
9. Генеральная прокуратура Кыргызской Респу (code 19)
10. Военная прокуратура Кыргызской Республик (code 20)
11. Омбудсмен (Акыйкатчы) Кыргызской Респуб (code 21)
12. Министерство юстиции Кыргызской Республи (code 22)
13. Министерство иностранных дел Кыргызской (code 23)
14. Резервные и другие фонды территорий (code 24)
15. Министерство финансов Кыргызской Республ (code 25, 26 - same name)
16. Конституционный суд Кыргызской Республик (code 27)
17. Министерство экономики и коммерции Кыргы (code 28)
18. Министерство науки, высшего образования (code 31)
19. Министерство просвещения Кыргызской Респ (code 34)
20. Министерство здравоохранения Кыргызской (code 37)
21. Министерство труда, социального обеспече (code 38)
22. Академия государственного управления при (code 39)
23. Общественное объединение «Республикански (code 40)
24. Министерство водных ресурсов, сельского (code 41)
25. Государственное агентство гражданской ав (code 42)
26. Министерство транспорта и коммуникаций К (code 43)
27. Министерство культуры, информации и мол (code 44)
28. Министерство чрезвычайных ситуаций Кыргы (code 45)
29. Центрально-Азиатский институт прикладных (code 46)
30. Государственное агенство физической куль (code 47)
31. Государственная служба испонения наказан (code 48)
32. Общественное объединение «Кыргызское общ (code 49)
33. Национальная комиссия по государственном (code 50)
34. Государственное агентство по земельным р (code 51)
35. Государственное агентство по регистрации (code 52)
36. Государственное агентство по управлению (code 53)
37. Государственное учреждение «Фонд зеленой (code 54)
38. Министерство энергетики Кыргызской Респу (code 55)
39. Государственное агентство по контролю за (code 56)
40. Национальное агентство по инвестициям пр (code 57)
41. Государственное агентство по защите перс (code 58)
42. Государственное агентство по делам госуд (code 59)
43. Министерство строительства, архитектуры (code 60)
44. Национальное агентство по делам религий (code 64)
45. Министерство природных ресурсов, экологи (code 65)
46. Секретариат Национальной комиссии Кыргыз (code 68)
47. Министерство цифрового развития и иннова (code 69)
48. Национальный институт стратегических ини (code 70)
49. Национальный статистический комитет Кырг (code 74)
50. Секретариат Совета безопасности Кыргызск (code 79)
51. Национальная академия наук Кыргызской Ре (code 80)
52. Государственное учреждение «Клиническая (code 81)
53. Национальный центр Кыргызской Республики (code 82)
54. Секретариат Народного Курултая (code 83)
55. Редакции журналов и газет (code 84)
56. Телерадиовещательные компании Кыргызской (code 85)
57. Государственное учреждение «Дирекция по (code 86)
58. Центр перевода Кабинета Министров Кыргыз (code 87)
59. Государственное учреждение «Национальная (code 88)

Всего уникальных кодов министерств/ведомств: 60.
Коды 25 и 26 имеют одинаковое название ""Министерство финансов Кыргызской Республ"".
Итого уникальных названий: 60 - 1 = 59.
</scratchpad>
59",full,31764,2,The answer addresses the correct entity (number of ministries and agencies) but gives an incorrect count (59 vs. 60).
qwen3.5,ru,ru_structured_full,5,easy,lookup,Каков общий объем финансирования Жогорку Кенеша (парламента) на 2026 год?,,Каков общий объем финансирования Жогорку Кенеша (парламента) на 2026 год?,"1,127,306.9 тыс. сом","Общий объем финансирования Жогорку Кенеша на 2026 год составляет 1,127,306.9.","<scratchpad>
Релевантные строки для Жогорку Кенеша (ministry_code 11, level program):
1. Программа 001 ""Управление и администрирование"": funding_2026 = 1,047,143.9
2. Программа 113 ""Обеспечение информацией о деятельности, контроля и"": funding_2026 = 80,163.0

Строки уровня measure дублируют значения программ, поэтому для избежания двойного счета суммируются только уникальные программы.

Вычисление общего объема финансирования на 2026 год:
1,047,143.9 + 80,163.0 = 1,127,306.9
</scratchpad>
Общий объем финансирования Жогорку Кенеша на 2026 год составляет 1,127,306.9.",full,4916,2,"The answer provides the correct numeric amount but omits the unit (тыс. сом), missing key context."
qwen3.5,ru,ru_structured_full,6,medium,aggregation,Каков общий объем финансирования всех программ Министерства просвещения на 2026 год?,,Каков общий объем финансирования всех программ Министерства просвещения на 2026 год?,"56,424,894.11 тыс. сом","Общий объем финансирования всех программ Министерства просвещения на 2026 год составляет 56,424,894.1.","<scratchpad>
Выбраны строки уровня ""program"" для Министерства просвещения Кыргызской Респ (ministry_code 34) за 2026 год (funding_2026):

1. Программа 001 (Управление и администрирование): 1,962,869.4
2. Программа 342 (Дошкольное образование и предшкольная подготовка): 8,891,657.5
3. Программа 343 (Школьное образование): 42,380,106.4
4. Программа 344 (Начальное и среднее профессиональное образование): 2,178,080.8
5. Программа 992 (Реализация проектов государственных инвестиций): 1,012,180.0

Вычисление суммы:
1,962,869.4 + 8,891,657.5 = 10,854,526.9
10,854,526.9 + 42,380,106.4 = 53,234,633.3
53,234,633.3 + 2,178,080.8 = 55,412,714.1
55,412,714.1 + 1,012,180.0 = 56,424,894.1

Итого: 56,424,894.1
</scratchpad>
Общий объем финансирования всех программ Министерства просвещения на 2026 год составляет 56,424,894.1.",full,2236,3,"The model provides the correct financing amount, matching the reference value (rounded) and conveys the key fact."
qwen3.5,ru,ru_structured_full,7,medium,aggregation,Каков суммарный бюджет всех программ на уровне программ (program level) на 2026 год?,,Каков суммарный бюджет всех программ на уровне программ (program level) на 2026 год?,"Примерно 593.0 млрд сом (593,028,014.8 тыс. сом)","Суммарный бюджет всех программ на уровне program на 2026 год: **42,093,524.7**","<scratchpad>
Строки уровня ""program"" и их значения funding_2026:

1. 37 | program | 001 | 321,933.8
2. 37 | program | 372 | 2,170,534.1
3. 37 | program | 373 | 6,305,318.8
4. 37 | program | 374 | 962,011.6
5. 37 | program | 375 | 11,104,430.6
6. 37 | program | 376 | 15,638,295.2
7. 37 | program | 377 | 2,530,800.0
8. 37 | program | 992 | 2,588,023.2
9. 39 | program | 001 | 35,953.6
10. 39 | program | 392 | 36,155.1
11. 39 | program | 393 | 48,781.2
12. 58 | program | 001 | 43,252.2
13. 58 | program | 582 | 16,853.2
14. 88 | program | 001 | 11,260.6
15. 88 | program | 882 | 31,215.1
16. 18 | program | 001 | 174,569.0
17. 18 | program | 182 | 59,137.4
18. 18 | program | 183 | 15,000.0

Вычисления:
Минздрав (37): 321,933.8 + 2,170,534.1 + 6,305,318.8 + 962,011.6 + 11,104,430.6 + 15,638,295.2 + 2,530,800.0 + 2,588,023.2 = 41,621,347.3
Академия госуправления (39): 35,953.6 + 36,155.1 + 48,781.2 = 120,889.9
Агентство защиты персданных (58): 43,252.2 + 16,853.2 = 60,105.4
Нацфильм (88): 11,260.6 + 31,215.1 = 42,475.7
ЦИК (18): 174,569.0 + 59,137.4 + 15,000.0 = 248,706.4

Итого: 41,621,347.3 + 120,889.9 + 60,105.4 + 42,475.7 + 248,706.4 = 42,093,524.7
</scratchpad>

Суммарный бюджет всех программ на уровне program на 2026 год: **42,093,524.7**",full,11412,0,"The model's figure (42,093,524.7) does not match the reference value of approximately 593.0 billion som."
qwen3.5,ru,ru_structured_full,8,medium,comparison,Какое министерство получает больше финансирования: Министерство здравоохранения или Министерство просвещения?,,Какое министерство получает больше финансирования: Министерство здравоохранения или Министерство просвещения?,"Министерство просвещения — 56,424,894.11 тыс. сом против 41,621,347.3 тыс. сом у здравоохранения","Министерство просвещения получает больше финансирования на 14,803,546.8. Общий объем финансирования Министерства просвещения составляет 56,424,894.1, Министерства здравоохранения — 41,621,347.3.","<scratchpad>
Релевантные строки для Министерства просвещения (код 34, уровень program, funding_2026):
1. Программа 001: 1,962,869.4
2. Программа 342: 8,891,657.5
3. Программа 343: 42,380,106.4
4. Программа 344: 2,178,080.8
5. Программа 992: 1,012,180.0
Сумма Министерства просвещения: 1,962,869.4 + 8,891,657.5 + 42,380,106.4 + 2,178,080.8 + 1,012,180.0 = 56,424,894.1

Релевантные строки для Министерства здравоохранения (код 37, уровень program, funding_2026):
1. Программа 001: 321,933.8
2. Программа 372: 2,170,534.1
3. Программа 373: 6,305,318.8
4. Программа 374: 962,011.6
5. Программа 375: 11,104,430.6
6. Программа 376: 15,638,295.2
7. Программа 377: 2,530,800.0
8. Программа 992: 2,588,023.2
Сумма Министерства здравоохранения: 321,933.8 + 2,170,534.1 + 6,305,318.8 + 962,011.6 + 11,104,430.6 + 15,638,295.2 + 2,530,800.0 + 2,588,023.2 = 41,621,347.3

Сравнение:
56,424,894.1 (Просвещение) - 41,621,347.3 (Здравоохранение) = 14,803,546.8
</scratchpad>
Министерство просвещения получает больше финансирования на 14,803,546.8. Общий объем финансирования Министерства просвещения составляет 56,424,894.1, Министерства здравоохранения — 41,621,347.3.",full,9593,3,The model correctly identifies the Ministry of Education as receiving more funding and provides matching figures to the reference.
qwen3.5,ru,ru_structured_full,9,medium,comparison,"Как изменяется общий бюджет на уровне программ между 2026 и 2027 годами — растет или сокращается, и на сколько процентов?",,"Как изменяется общий бюджет на уровне программ между 2026 и 2027 годами — растет или сокращается, и на сколько процентов?",declines by 7.1%,"Бюджет сокращается на 9.7% (с 390 777 351,0 до 352 852 005,2). Бюджет 2026 года больше на 37 925 345,8.","<scratchpad>
Выбраны строки где level = ""program"". Суммирование funding_2026 и funding_2027.

Министерство здравоохранения (37):
001: 321,933.8 (2026) | 326,433.8 (2027)
372: 2,170,534.1 (2026) | 2,120,832.0 (2027)
373: 6,305,318.8 (2026) | 7,072,644.7 (2027)
374: 962,011.6 (2026) | 976,420.6 (2027)
375: 11,104,430.6 (2026) | 10,923,008.0 (2027)
376: 15,638,295.2 (2026) | 15,671,462.3 (2027)
377: 2,530,800.0 (2026) | 2,530,800.0 (2027)
992: 2,588,023.2 (2026) | 2,298,385.6 (2027)
Сумма 37 (2026): 41,621,347.3
Сумма 37 (2027): 41,919,987.0

Государственное агентство по защите перс (58):
001: 43,252.2 (2026) | 44,059.0 (2027)
582: 16,853.2 (2026) | 16,853.2 (2027)
Сумма 58 (2026): 60,105.4
Сумма 58 (2027): 60,912.2

Национальная комиссия по государственном (50):
001: 26,079.6 (2026) | 26,742.4 (2027)
502: 38,654.4 (2026) | 39,236.3 (2027)
Сумма 50 (2026): 64,734.0
Сумма 50 (2027): 65,978.7

Министерство финансов (26):
262: 46,670,347.3 (2026) | 46,670,347.3 (2027)
263: 164,663,857.2 (2026) | 112,194,631.2 (2027)
264: 118,757,161.3 (2026) | 131,802,316.2 (2027)
265: 2,057,870.4 (2026) | 2,057,870.4 (2027)
Сумма 26 (2026): 332,149,236.2
Сумма 26 (2027): 292,725,165.1

Министерство транспорта и коммуникаций (43):
001: 119,287.5 (2026) | 149,718.3 (2027)
432: 8,025,670.7 (2026) | 8,614,356.5 (2027)
433: 1,410,765.1 (2026) | 1,957,135.5 (2027)
434: 320,964.6 (2026) | 328,106.6 (2027)
992: 7,005,240.2 (2026) | 7,030,645.3 (2027)
Сумма 43 (2026): 16,881,928.1
Сумма 43 (2027): 18,079,962.2

Общий итог 2026: 41,621,347.3 + 60,105.4 + 64,734.0 + 332,149,236.2 + 16,881,928.1 = 390,777,351.0
Общий итог 2027: 41,919,987.0 + 60,912.2 + 65,978.7 + 292,725,165.1 + 18,079,962.2 = 352,852,005.2

Разница: 352,852,005.2 - 390,777,351.0 = -37,925,345.8
Процент изменения: (-37,925,345.8 / 390,777,351.0) * 100 = -9.705%
</scratchpad>
Бюджет сокращается на 9.7% (с 390 777 351,0 до 352 852 005,2). Бюджет 2026 года больше на 37 925 345,8.",full,21992,2,"The answer correctly states that the budget declines, but gives an incorrect percentage (9.7% instead of the correct 7.1%)."
qwen3.5,ru,ru_structured_full,10,medium,lookup,Какая программа имеет наименьшее ненулевое финансирование в 2026 году?,,Какая программа имеет наименьшее ненулевое финансирование в 2026 году?,«Внесение предложений по защите материальных и социальных прав ветеранов» — 739.4 тыс. сом,"Программа: Управление и администрирование. Финансирование в 2026 году: 321,933.8.","<scratchpad>
1. Поиск строк, где уровень (level) = ""program"".
2. Извлечение названия программы (name) и финансирования на 2026 год (funding_2026).

Список программ и их финансирование в 2026 году:
- Программа 001 ""Управление и администрирование"": 321,933.8
- Программа 372 ""Программа «Общественное здравоохранение»"": 2,170,534.1
- Программа 373 ""Программа «Организация предоставления услуг здраво"": 6,305,318.8
- Программа 374 ""Программа «Медицинское образование и управление че"": 962,011.6
- Программа 375 ""Предоставление услуг первично-медико санитарной по"": 11,104,430.6
- Программа 376 ""Предоставление услуг медицинскими учреждениями на"": 15,638,295.2
- Программа 377 ""Обеспечение доступа к льготному гемодиализному леч"": 2,530,800.0
- Программа 992 ""Реализация проектов государственных инвестиций"": 2,588,023.2
- Программа 262 ""Пенсионное обеспечение и компенсации за счет бюдже"": 46,670,347.3
- Программа 263 ""Общегосударственные программы"": 164,663,857.2
- Программа 264 ""Государственные программы, мероприятия и выплаты"": 118,757,161.3
- Программа 265 ""Трансферты Фонду ОМС при ПКР"": 2,057,870.4

3. Сравнение значений funding_2026:
321,933.8 < 962,011.6 < 2,057,870.4 < 2,170,534.1 < 2,530,800.0 < 2,588,023.2 < 6,305,318.8 < 11,104,430.6 < 15,638,295.2 < 46,670,347.3 < 118,757,161.3 < 164,663,857.2

4. Наименьшее ненулевое значение: 321,933.8.
5. Соответствующая программа: ""Управление и администрирование"".
</scratchpad>
Программа: Управление и администрирование. Финансирование в 2026 году: 321,933.8.",full,16867,0,"The model gave a different program and amount, not matching the reference answer."
qwen3.5,ru,ru_structured_full,11,medium,indicator,Какая единица измерения индикаторов результативности используется чаще всего в бюджете 2026 года?,,Какая единица измерения индикаторов результативности используется чаще всего в бюджете 2026 года?,Процент (%),Единица измерения «%» (процент).,"<scratchpad>
1.  **Анализ столбца `unit` в предоставленном контексте:**
    *   Просмотр всех строк данных для выявления уникальных значений в столбце `unit`.
    *   Подсчет частоты встречаемости каждого значения.

2.  **Подсчет основных единиц измерения:**
    *   **% (Процент):** Встречается в строках 1, 5, 6, 8, 9, 12, 18, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100... и далее по всему тексту. Общее количество превышает 300 строк.
    *   **ед. (Единица):** Встречается в строках 3, 4, 7, 10, 11, 13, 14, 17, 21, 25, 28, 31, 35, 44, 50, 52, 58, 64, 65, 69, 74, 87, 105, 113, 126, 133, 140, 147, 154, 161, 168, 175, 182, 189, 196, 203, 210, 217, 224, 231, 238, 245, 252, 259, 266, 273, 280, 287, 294, 301, 308, 315, 322, 329, 336, 343, 350, 357, 364, 371, 378, 385, 392, 399, 406, 413, 420, 427, 434, 441, 448, 455, 462, 469, 476, 483, 490, 497. Общее количество около 77 строк.
    *   **чел. (Человек):** Встречается в строках 16, 24, 38, 47, 54, 61, 68, 75, 82, 89, 96, 103, 110, 117, 124, 131, 138, 145, 152, 159, 166, 173, 180, 187, 194, 201, 208, 215, 222, 229, 236, 243, 250, 257, 264, 271, 278, 285, 292, 299, 306, 313, 320, 327, 334, 341, 348, 355, 362, 369, 376, 383, 390, 397, 404, 411, 418, 425, 432, 439, 446, 453, 460, 467, 474, 481, 488, 495. Общее количество около 68 строк.
    *   **шт. (Штука):** Встречается в строках 15, 23, 30, 37, 51, 58, 65, 72, 79, 86, 93, 100, 107, 114, 121, 128, 135, 142, 149, 156, 163, 170, 177, 184, 191, 198, 205, 212, 219, 226, 233, 240, 247, 254, 261, 268, 275, 282, 289, 296, 303, 310, 317, 324, 331, 338, 345, 352, 359, 366, 373, 380, 387, 394, 401, 408, 415, 422, 429, 436, 443, 450, 457, 464, 471, 478, 485, 492, 499. Общее количество около 68 строк.
    *   **коэф. (Коэффициент):** Встречается в строках 2, 25, 34, 43, 50, 55, 65, 74, 82, 88, 95, 102, 109, 116, 123, 130, 137, 144, 151, 158, 165, 172, 179, 186, 193, 200, 207, 214, 221, 228, 235, 242, 249, 256, 263, 270, 277, 284, 291, 298, 305, 312, 319, 326, 333, 340, 347, 354, 361, 368, 375, 382, 389, 396, 403, 410, 417, 424, 431, 438, 445, 452, 459, 466, 473, 480, 487, 494. Общее количество около 68 строк.
    *   **Прочие (сом, тыс.сомов, индекс, балл, км, т/га и др.):** Встречаются единично или менее 10 раз каждая.

3.  **Сравнение:**
    *   %: >300 раз.
    *   ед.: ~77 раз.
    *   чел.: ~68 раз.
    *   шт.: ~68 раз.
    *   коэф.: ~68 раз.

4.  **Вывод:** Единица измерения ""%"" используется чаще всего.
</scratchpad>
Единица измерения «%» (процент).",full,107173,3,"The model correctly identifies the most used unit as percentage, matching the reference answer."
qwen3.5,ru,ru_structured_full,12,medium,aggregation,Каков общий объем финансирования программ Министерства транспорта и коммуникаций на 2026 год?,,Каков общий объем финансирования программ Министерства транспорта и коммуникаций на 2026 год?,"16,881,928.10 тыс. сом","Общий объем финансирования программ Министерства транспорта и коммуникаций на 2026 год составляет 16,881,928.1.","<scratchpad>
Релевантные строки (level = ""program"", ministry = ""Министерство транспорта и коммуникаций К"", funding_2026):

1. Программа 001 ""Управление и администрирование"": 119,287.5
2. Программа 432 ""Поддержание автомобильных дорог общего пользования"": 8,025,670.7
3. Программа 433 ""Реабилитация международных транспортных коридоров"": 1,410,765.1
4. Программа 434 ""Развитие автомобильных перевозок Кыргызской Респуб"": 320,964.6
5. Программа 992 ""Реализация проектов государственных инвестиций"": 7,005,240.2

Вычисление:
119,287.5 + 8,025,670.7 = 8,144,958.2
8,144,958.2 + 1,410,765.1 = 9,555,723.3
9,555,723.3 + 320,964.6 = 9,876,687.9
9,876,687.9 + 7,005,240.2 = 16,881,928.1

Итого: 16,881,928.1
</scratchpad>
Общий объем финансирования программ Министерства транспорта и коммуникаций на 2026 год составляет 16,881,928.1.",full,3595,2,"The model provides the correct numeric amount but omits the unit (тыс. сом), making it partially correct."
