model,context,condition,question_id,difficulty,category,question,reference_answer,model_answer,raw_model_answer,context_chars,n_statements,judge_score,judge_reasoning
qwen3.5,ru_statements_all,all,5,easy,lookup,Каков общий объем финансирования Жогорку Кенеша (парламента) на 2026 год?,"1,127,306.9 тыс. сом","1,127,306.9 тыс. сом.","<scratchpad>
1. Найдена строка: ""По ведомству «Жогорку Кенеш Кыргызской Республики» (код 11) программа «Управление и администрирование» (код программы 001) получает 1,047,143.9 тыс. сом в 2026 году"".
2. Найдена строка: ""По ведомству «Жогорку Кенеш Кыргызской Республики» (код 11) программа «Обеспечение информацией о деятельности, контроля исполнения, кадров, организация и взаимодействие со СМИ» (код программы 113) получает 80163 тыс. сом в 2026 году"".
3. Найдена строка с итоговым значением: ""Итого по ведомству «Жогорку Кенеш Кыргызской Республики» (код 11): 1,127,306.9 тыс. сом в 2026 году"".
4. Проверка вычислений: 1,047,143.9 + 80,163.0 = 1,127,306.9 тыс. сом.
5. Итоговое значение совпадает с суммой программ.
</scratchpad>
1,127,306.9 тыс. сом.",403074,1424,3,The model answer exactly matches the reference value for total funding of the parliament in 2026.
qwen3.5,ru_statements_all,all,6,medium,aggregation,Каков общий объем финансирования всех программ Министерства просвещения на 2026 год?,"56,424,894.11 тыс. сом","Программа «Управление и администрирование»: 1,962,869.4 тыс. сом
Программа «Школьное образование»: 42,380,106.4 тыс. сом
Программа «Начальное и среднее профессиональное образование»: 2,178,080.8 тыс. сом
Программа «Дошкольное образование и предшкольная подготовка»: 8,891,657.5 тыс. сом
Итого по ведомству: 56,424,894.1 тыс. сом","<scratchpad>
Релевантные строки из контекста для Министерства просвещения Кыргызской Республики (код 34) на 2026 год:
1. Программа «Управление и администрирование» (код программы 001): 1,962,869.4 тыс. сом
2. Программа «Школьное образование» (код программы 343): 42,380,106.4 тыс. сом
3. Программа «Начальное и среднее профессиональное образование» (код программы 344): 2,178,080.8 тыс. сом
4. Программа «Дошкольное образование и предшкольная подготовка» (код программы 342): 8,891,657.5 тыс. сом
5. Итого по ведомству «Министерство просвещения Кыргызской Республики» (код 34): 56,424,894.1 тыс. сом

Вычисления (сумма программных значений):
1,962,869.4 + 42,380,106.4 + 2,178,080.8 + 8,891,657.5 = 55,812,822.5 тыс. сом
Значение «Итого по ведомству» из контекста: 56,424,894.1 тыс. сом (является официальным общим объемом финансирования ведомства в документе).
</scratchpad>
Программа «Управление и администрирование»: 1,962,869.4 тыс. сом
Программа «Школьное образование»: 42,380,106.4 тыс. сом
Программа «Начальное и среднее профессиональное образование»: 2,178,080.8 тыс. сом
Программа «Дошкольное образование и предшкольная подготовка»: 8,891,657.5 тыс. сом
Итого по ведомству: 56,424,894.1 тыс. сом",403074,1424,3,Model provides the exact total funding matching the reference value.
qwen3.5,ru_statements_all,all,7,medium,aggregation,Каков суммарный бюджет всех программ на уровне программ (program level) на 2026 год?,"Примерно 593.0 млрд сом (593,028,014.8 тыс. сом)",[ERROR: empty response],[ERROR: empty response],403074,1424,-1,"API error, not evaluated"
qwen3.5,ru_statements_all,all,8,medium,comparison,Какое министерство получает больше финансирования: Министерство здравоохранения или Министерство просвещения?,"Министерство просвещения — 56,424,894.11 тыс. сом против 41,621,347.3 тыс. сом у здравоохранения","Министерство просвещения Кыргызской Республики получает больше финансирования.
Министерство просвещения: 56,424,894.1 тыс. сом (2026 год).
Министерство здравоохранения: 41,621,347.3 тыс. сом (2026 год).
Разница: 14,803,546.8 тыс. сом в пользу Министерства просвещения.","<scratchpad>
1. Найдена строка: ""Итого по ведомству «Министерство просвещения Кыргызской Республики» (код 34): 56,424,894.1 тыс. сом в 2026 году...""
   - Министерство просвещения (2026): 56,424,894.1 тыс. сом.

2. Найдена строка: ""Итого по ведомству «Министерство здравоохранения Кыргызской Республики» (код 37): 41,621,347.3 тыс. сом в 2026 году...""
   - Министерство здравоохранения (2026): 41,621,347.3 тыс. сом.

3. Сравнение:
   56,424,894.1 > 41,621,347.3

4. Вычисление разницы:
   56,424,894.1 - 41,621,347.3 = 14,803,546.8 тыс. сом.
</scratchpad>
Министерство просвещения Кыргызской Республики получает больше финансирования.
Министерство просвещения: 56,424,894.1 тыс. сом (2026 год).
Министерство здравоохранения: 41,621,347.3 тыс. сом (2026 год).
Разница: 14,803,546.8 тыс. сом в пользу Министерства просвещения.",403074,1424,3,The model correctly identifies the Ministry of Education as receiving more funding and provides matching figures.
qwen3.5,ru_statements_all,all,9,medium,comparison,"Как изменяется общий бюджет на уровне программ между 2026 и 2027 годами — растет или сокращается, и на сколько процентов?",declines by 7.1%,В предоставленном контексте недостаточно информации для ответа на вопрос. Отсутствуют общие итоговые данные по всему программному бюджету Кыргызской Республики на 2026 и 2027 годы — представлены только суммы по отдельным ведомствам и программам.,"<scratchpad>
Поиск общих итоговых данных по программному бюджету Кыргызской Республики на 2026 и 2027 годы:

В контексте представлены данные по отдельным ведомствам и программам, например:
- Итого по ведомству «Министерство финансов Кыргызской Республики (Общегосударственные программы, мероприятия и выплаты)» (код 26): 332,149,236.1 тыс. сом в 2026 году, 292,725,164.9 тыс. сом в 2027 году
- Итого по ведомству «Министерство здравоохранения Кыргызской Республики» (код 37): 41,621,347.3 тыс. сом в 2026 году, 41,919,987.0 тыс. сом в 2027 году
- Итого по ведомству «Министерство труда, социального обеспечения и миграции Кыргызской Республики» (код 38): 23,821,991.7 тыс. сом в 2026 году, 24,033,582.6 тыс. сом в 2027 году
- И другие ведомственные итоги...

Однако в предоставленном контексте отсутствует ОБЩАЯ итоговая сумма программного бюджета Кыргызской Республики на 2026 и 2027 годы (сумма всех ведомств и программ вместе).

Без общей суммы бюджета за оба года невозможно рассчитать процентное изменение.
</scratchpad>

В предоставленном контексте недостаточно информации для ответа на вопрос. Отсутствуют общие итоговые данные по всему программному бюджету Кыргызской Республики на 2026 и 2027 годы — представлены только суммы по отдельным ведомствам и программам.",403074,1424,0,"The model claims insufficient information, whereas the reference provides a specific answer (decline of 7.1%)."
qwen3.5,ru_statements_all,all,10,medium,lookup,Какая программа имеет наименьшее ненулевое финансирование в 2026 году?,«Внесение предложений по защите материальных и социальных прав ветеранов» — 739.4 тыс. сом,"Программа «Внесение предложений по защите материальных и социальных прав ветеранов и ветеранских организаций» (код программы 402) ведомства «Общественное объединение «Республиканский Совет ветеранов войны, вооруженных сил, правоохранительных органов и труженников тыла Кыргызской Республики»». Финансирование в 2026 году: 739.4 тыс. сом.","<scratchpad>
1.  Поиск строк контекста, содержащих информацию о финансировании программ в 2026 году (ключевые слова: ""программа"", ""получает"", ""2026 году"", ""тыс. сом"").
2.  Выделение значений финансирования для программ (исключая бюджетные меры, если указано отдельно, и нулевые значения):
    -   Программа «Внесение предложений по защите материальных и социальных прав ветеранов и ветеранских организаций» (код 402): 739.4 тыс. сом.
    -   Программа «Секретариат Совета безопасности» (код 792): 6,488.1 тыс. сом.
    -   Программа «Издание газеты «Эркин- Тоо»» (код 842): 6,630.4 тыс. сом.
    -   Программа «Управление и администрирование» (Секретариат ЮНЕСКО, код 001): 8,993.7 тыс. сом.
    -   Программа «Управление и общая координация развития сельскохозяйственной отрасли» (Верховный суд, код 166): 3,392.5 тыс. сом.
    -   Программа «Управление и администрирование» (Центрально-Азиатский институт, код 001): 6,239.5 тыс. сом.
    -   Программа «Государственный заказ по недропользованию» (код 655): 23,000 тыс. сом.
    -   Остальные программы имеют финансирование выше 10,000 тыс. сом.
3.  Сравнение значений: 739.4 < 3,392.5 < 6,239.5 < 6,488.1 < 6,630.4 < 8,993.7 < 23,000.
4.  Наименьшее ненулевое значение: 739.4 тыс. сом.
5.  Соответствующая программа: «Внесение предложений по защите материальных и социальных прав ветеранов и ветеранских организаций».
</scratchpad>
Программа «Внесение предложений по защите материальных и социальных прав ветеранов и ветеранских организаций» (код программы 402) ведомства «Общественное объединение «Республиканский Совет ветеранов войны, вооруженных сил, правоохранительных органов и труженников тыла Кыргызской Республики»». Финансирование в 2026 году: 739.4 тыс. сом.",403074,1424,2,"Provides the correct financing amount (739.4 тыс. сом) but alters the program name, so the entity is not an exact match."
qwen3.5,ru_statements_all,all,11,medium,indicator,Какая единица измерения индикаторов результативности используется чаще всего в бюджете 2026 года?,Процент (%),Процент (%).,"<scratchpad>
1.  **Анализ контекста:** Просмотр всех строк, содержащих ""Показатель результативности"" и ""единица измерения"".
2.  **Подсчет единиц измерения:**
    *   **% (процент):** Встречается в подавляющем большинстве строк. Примеры: «Процент исполнения индикаторов...», «Процент исполнения республиканского бюджета», «Индекс доверия населения» (часто в %), «Доля...», «Уровень...», «Процент освоения средств...». Приблизительное количество: более 500 упоминаний.
    *   **шт. (штуки):** Встречается реже. Примеры: «Количество выданных сертификатов соответствия», «Количество внедрений геологические карты», «Количество обслуживаемых автомашин», «Количество протестированных». Приблизительное количество: ~40 упоминаний.
    *   **кол-во (количество):** Примеры: «Количество проведенных проверок», «кол/во проведенных проверок». Приблизительное количество: ~30 упоминаний.
    *   **чел. (человек):** Примеры: «Занятость инвалидов...», «Количество детей», «Количество ветеранов». Приблизительное количество: ~35 упоминаний.
    *   **ед. (единицы):** Примеры: «Определение количества земель...», «Количество новых проектов ГЧП», «Количество государственных учреждений». Приблизительное количество: ~35 упоминаний.
    *   **Прочие (км, тыс.сомов, балл, индекс, коэф., тонна и др.):** Встречаются единично или менее 10 раз каждая.
3.  **Сравнение:** Количество показателей с единицей измерения ""%"" значительно превышает количество показателей с любыми другими единицами измерения.
4.  **Вывод:** Самая часто используемая единица измерения — процент (%).
</scratchpad>
Процент (%).",403074,1424,3,"The model answer matches the reference answer exactly, providing the correct unit of measurement."
qwen3.5,ru_statements_all,all,12,medium,aggregation,Каков общий объем финансирования программ Министерства транспорта и коммуникаций на 2026 год?,"16,881,928.10 тыс. сом","Общий объем финансирования программ Министерства транспорта и коммуникаций Кыргызской Республики на 2026 год составляет 16,881,928.1 тыс. сом.

Значение взято из строки: «Итого по ведомству «Министерство транспорта и коммуникаций Кыргызской Республики» (код 43): 16,881,928.1 тыс. сом в 2026 году».","<scratchpad>
1. Поиск строки с итоговым значением по ведомству «Министерство транспорта и коммуникаций Кыргызской Республики» (код 43).
2. Найдена строка: ""Итого по ведомству «Министерство транспорта и коммуникаций Кыргызской Республики» (код 43): 16,881,928.1 тыс. сом в 2026 году, 18,079,962.2 тыс. сом в 2027 году, 18,352,576.8 тыс. сом в 2028 году.""
3. Значение для 2026 года: 16,881,928.1 тыс. сом.
4. Проверка отдельных программ для сложения (если требуется):
   - «Управление и администрирование»: 119,287.5 тыс. сом
   - «Реабилитация международных транспортных коридоров»: 1,410,765.1 тыс. сом
   - «Развитие автомобильных перевозок Кыргызской Республики»: 320,964.6 тыс. сом
   - «Поддержание автомобильных дорог общего пользования в рабочем состоянии»: 8,025,670.7 тыс. сом
   - Сумма программ: 119,287.5 + 1,410,765.1 + 320,964.6 + 8,025,670.7 = 9,876,687.9 тыс. сом.
   - Примечание: Сумма отдельных программ в контексте не совпадает с указанным итогом по ведомству (16,881,928.1 тыс. сом), что указывает на наличие других программ в ведомстве, не детализированных в предоставленном тексте. Для ответа на вопрос об общем объеме финансирования используется явно указанное итоговое значение по ведомству.
5. Итоговое значение из контекста: 16,881,928.1 тыс. сом.
</scratchpad>

Общий объем финансирования программ Министерства транспорта и коммуникаций Кыргызской Республики на 2026 год составляет 16,881,928.1 тыс. сом.

Значение взято из строки: «Итого по ведомству «Министерство транспорта и коммуникаций Кыргызской Республики» (код 43): 16,881,928.1 тыс. сом в 2026 году».",403074,1424,3,"The model provides the exact financing amount matching the reference (16,881,928.1 тыс. сом), which is accurate."
qwen3.5,ru_statements_all,all,13,hard,filter,Сколько министерств/ведомств имеют ровно одну бюджетную программу?,22,22 министерства/ведомства имеют ровно одну бюджетную программу.,"<scratchpad>
1.  **Администрация Президента Кыргызской Республики (код 12)**:
    *   Программа: «Администрация Президента КР» (код 122).
    *   Количество программ: 1.

2.  **Фонды Президента и Кабинета Министров Кыргызской Республики (код 14)**:
    *   Программа: «Фонд Президента и Резерный фонд Кабинета Министров» (код 142).
    *   Количество программ: 1.

3.  **Центр перевода Кабинета Министров Кыргызской Республики (код 87)**:
    *   Программа: «Управление и администрирование» (код 001).
    *   Количество программ: 1.

4.  **Архив Президента Кыргызской Республики (код 13)**:
    *   Программа: «Управление и администрирование» (код 001).
    *   Количество программ: 1.

5.  **Государственное агентство по управлению государственным имуществом при Кабинете Министров Кыргызской Республики (код 53)**:
    *   Программа: «Реализация государственной политики по эффективному управлению и приватизации государственного имущества» (код 532).
    *   Количество программ: 1.

6.  **Военная прокуратура Кыргызской Республики (код 20)**:
    *   Программа: «Управление и администрирование» (код 001).
    *   Количество программ: 1.

7.  **Конституционный суд Кыргызской Республики (код 27)**:
    *   Программа: «Обеспечение конституционного правосудия и повышение потенциала Конституционного суда» (код 272).
    *   Количество программ: 1.

8.  **Государственное агентство по регистрации транспортных средств и водительского состава при Кабинете Министров Кыргызской Республики (код 52)**:
    *   Программа: «Политика в сфере регистрации транспортных средств и водительского состава» (код 522).
    *   Количество программ: 1.

9.  **Государственное учреждение «Фонд зеленой энергетики» при Кабинете Министров Кыргызской Республики (код 54)**:
    *   Программа: «Управление и администрирование» (код 001).
    *   Количество программ: 1.

10. **Резервные и другие фонды территорий (код 24)**:
    *   Программа: «Резервные и другие фонды территорий» (код 242).
    *   Количество программ: 1.

11. **Секретариат Совета безопасности Кыргызской Республики (код 79)**:
    *   Программа: «Секретариат Совета безопасности» (код 792).
    *   Количество программ: 1.

12. **Редакции журналов и газет (код 84)**:
    *   Программа: «Издание газеты «Эркин- Тоо»» (код 842).
    *   Количество программ: 1.

13. **Секретариат Народного Курултая (код 83)**:
    *   Программа: ««Обеспечение деятельности Народного Курултая»» (код 832).
    *   Количество программ: 1.

14. **Омбудсмен (Акыйкатчы) Кыргызской Республики (код 21)**:
    *   Программа: «Управление и администрирование» (код 001).
    *   Количество программ: 1.

15. **Государственное учреждение «Клиническая больница Управления делами Президента Кыргызской Республики»» (код 81)**:
    *   Программа: «Предоставление медицинских услуг Клинической больницей Управления делами Президента и Правительства Кыргызской Республики» (код 812).
    *   Количество программ: 1.

16. **Секретариат Национальной комиссии Кыргызской Республики по делам ЮНЕСКО (код 68)**:
    *   Программа: «Управление и администрирование» (код 001).
    *   Количество программ: 1.

17. **Государственное агентство по земельным ресурсам, кадастру, геодезии и картографии при Кабинете Министров Кыргызской Республики (код 51)**:
    *   Программа: «Государственная поддержка и развитие земельных ресурсов» (код 512).
    *   Количество программ: 1.

18. **Национальное агентство по делам религий и межэтнических отношений при Президенте Кыргызской Республики (код 64)**:
    *   Программа: «Управление и администрирование» (код 001).
    *   Количество программ: 1.

19. **Государственное агентство по контролю за производством и оборотом этилового спирта, алкогольной продукции при Кабинете Министров Кыргызской Республики (код 56)**:
    *   Программа: «Управление и администрирование» (код 001).
    *   Количество программ: 1.

20. **Общественное объединение «Республиканский Совет ветеранов войны, вооруженных сил, правоохранительных органов и труженников тыла Кыргызской Республики»» (код 40)**:
    *   Программа: «Внесение предложений по защите материальных и социальных прав ветеранов и ветеранских организаций» (код 402).
    *   Количество программ: 1.

21. **Государственное учреждение «Дирекция по управлению средствами специального счета Токтогульского района и села Жазы-Кечуу города Кара-Куль Джалал-Абадской области»» (код 86)**:
    *   Программа: «Управление и администрирование» (код 001).
    *   Количество программ: 1.

22. **Национальный центр Кыргызской Республики по предупреждению пыток и других жестоких, бесчеловечных или унижающих достоинство видов обращения и наказания (код 82)**:
    *   Программа: «Управление и администрирование» (код 001).
    *   Количество программ: 1.

Итого: 22 ведомства имеют ровно одну бюджетную программу.
</scratchpad>
22 министерства/ведомства имеют ровно одну бюджетную программу.",403074,1424,3,"The model correctly states the number 22, matching the reference answer."
qwen3.5,ru_statements_all,all,14,hard,filter,Сколько программ демонстрируют рост финансирования более чем на 10% между 2026 и 2027 годами?,9,7 программ демонстрируют рост финансирования более чем на 10% между 2026 и 2027 годами.,"<scratchpad>
1.  **Министерство финансов КР (код 26), программа «Государственные программы, мероприятия и выплаты» (код 264):**
    *   2026: 118,757,161.3 тыс. сом
    *   2027: 131,802,316.2 тыс. сом
    *   Рост: (131,802,316.2 - 118,757,161.3) / 118,757,161.3 = 10.98% (> 10%) — **Да**

2.  **Министерство водных ресурсов, сельского хозяйства и перерабатывающей промышленности КР (код 41), программа «Государственная поддержка и развитие растениеводства» (код 413):**
    *   2026: 479,788 тыс. сом
    *   2027: 643,477.5 тыс. сом
    *   Рост: (643,477.5 - 479,788) / 479,788 = 34.11% (> 10%) — **Да**

3.  **Министерство юстиции КР (код 22), программа «Осуществление государственной регистрации...» (код 222):**
    *   2026: 176,690.6 тыс. сом
    *   2027: 199,769.7 тыс. сом
    *   Рост: (199,769.7 - 176,690.6) / 176,690.6 = 13.06% (> 10%) — **Да**

4.  **Министерство здравоохранения КР (код 37), программа «Программа «Организация предоставления услуг здравоохранения»» (код 373):**
    *   2026: 6,305,318.8 тыс. сом
    *   2027: 7,072,644.7 тыс. сом
    *   Рост: (7,072,644.7 - 6,305,318.8) / 6,305,318.8 = 12.17% (> 10%) — **Да**

5.  **Министерство транспорта и коммуникаций КР (код 43), программа «Управление и администрирование» (код 001):**
    *   2026: 119,287.5 тыс. сом
    *   2027: 149,718.3 тыс. сом
    *   Рост: (149,718.3 - 119,287.5) / 119,287.5 = 25.51% (> 10%) — **Да**

6.  **Министерство транспорта и коммуникаций КР (код 43), программа «Реабилитация международных транспортных коридоров» (код 433):**
    *   2026: 1,410,765.1 тыс. сом
    *   2027: 1,957,135.5 тыс. сом
    *   Рост: (1,957,135.5 - 1,410,765.1) / 1,410,765.1 = 38.72% (> 10%) — **Да**

7.  **Национальная академия наук КР (код 80), программа «Управление и администрирование» (код 001):**
    *   2026: 60,662.6 тыс. сом
    *   2027: 141,699.7 тыс. сом
    *   Рост: (141,699.7 - 60,662.6) / 60,662.6 = 133.58% (> 10%) — **Да**

Остальные программы показывают рост менее 10% или снижение.
Итого: 7 программ.
</scratchpad>
7 программ демонстрируют рост финансирования более чем на 10% между 2026 и 2027 годами.",403074,1424,2,The model identified the correct entity (number of programs) but gave the wrong value (7 instead of 9).
qwen3.5,ru_statements_all,all,15,hard,indicator,"Сколько строк в бюджете имеют индикатор результативности, измеряемый в людях (чел.)?",57,37 строк.,"<scratchpad>
1. «Количество лиц», единица измерения: чел.
2. «Количество пациентов с терминальной стадией хронической почечной недостаточности, получающих бюджетный гемодиализ в организациях здравоохранения», единица измерения: чел.
3. «Количество детей», единица измерения: чел.
4. «Количество протестированных», единица измерения: чел.
5. «Число пролеченных больных», единица измерения: чел. (1-й экземпляр)
6. «Число пролеченных больных», единица измерения: чел. (2-й экземпляр)
7. «Количество выпускников медколледжей, подготовленных за счет республиканского бюджета», единица измерения: чел.
8. «Количество выпускников КГМА подготовленных за счет республиканского бюджета на додипломном уровне», единица измерения: чел.
9. «Количество слушателей», единица измерения: чел.
10. «Количество ЛОВЗ охваченых реабилитацией», единица измерения: чел.
11. «Численность подготовленных приемных семей», единица измерения: чел.
12. «Количество безработных, трудоусттроенных в результате посещения Ярмарки вакансий», единица измерения: чел.
13. «Количество лиц, получивших денежные компенсации, взамен льгот», единица измерения: чел.
14. «Количество ЛОВЗ охваченых услугами в рамках госсоцзаказа», единица измерения: чел.
15. «Количество привлеченных государственных служащих на повышении квалификации», единица измерения: чел.
16. «Годовой объем обучающихся студентов», единица измерения: чел.
17. «Количество специалистов, прошедших переподготовку и повышение квалификаций за счет республиканского бюджета КГМИПиПК», единица измерения: чел.
18. «Численность возвращенных детей», единица измерения: чел.
19. «Количество пациентов получающих льготное гемодиализное лечение», единица измерения: чел.
20. «Количество выпускников КГМА подготовленных за счет республиканского бюджета на последипломном уровне», единица измерения: чел.
21. «Количество ветеранов ВОВ, получиввших ежегодное дополнительное денежное пособие к 9 маю», единица измерения: чел.
22. «Количество ветеранов ВОВ, получивших ежемесячную пожизненную стипендию», единица измерения: чел.
23. «Количество пациентов, получающих дорогостоящую и высокотехнологичной помощи в рамках программы ФВТ», единица измерения: чел.
24. «Количество обслуживаемых», единица измерения: чел.
25. «Количество пациентов, получивших реабилитационную помощь», единица измерения: чел.
26. «Численность размещенных детей в приемных семьях», единица измерения: чел.
27. «Количество лиц, получившие социальные услуги (психологические, медицинские, услуги шелтера): пострадавшие от семейного насилия и совершившие семейное насилие», единица измерения: чел.
28. «Количество обученных врачей», единица измерения: чел.
29. «Количество ветеранов ВОВ, получивших единовременное денежное пособие к 9 маю», единица измерения: чел.
30. «Количество пожилых граждан охваченых услугами в рамках госсоцзаказа», единица измерения: чел.
31. «Количество ЛОВЗ старше 18 лет охваченных услугами персональных ассистентов», единица измерения: чел.
32. «Количество обученных врачей- экспертов по Международной классификации функционирования (МКФ)», единица измерения: чел.
33. «Выпуск дипломированных специалистов со средним профессиональным образованием», единица измерения: чел.
34. «Количество получающих пособия», единица измерения: чел.
35. «Количество посетителей цифрового зала», единица измерения: чел.
36. «Численность сотрудников, охваченных обучением не менее 100 сотрудников по системе Министерства», единица измерения: чел.
37. «Численность детей, охваченных мониторингом об условиях жизни и воспитании детей в семьях граждан государств-участников СНГ», единица измерения: чел.

Итого: 37 строк.
</scratchpad>
37 строк.",403074,1424,2,The model identified the correct type of metric (number of budget lines) but gave an incorrect value (37 instead of 57).
